V_SidePalm[mV],V_ThumpPalm[mV],V_UpperPalm[mV],V_Middle[mV],V_Index[mV],V_Thump[mV]
1924.24,0,0,0,0,0
2166.67,0,0,0,0,0
3579.67,0,0,0,0,0
4125.12,0,0,0,0,0
4040.57,0,0,0,0,0
4078.2,0,0,0,0,0
4225.32,0,0,0,0,0
4063.54,0,0,0,0,0
1487.29,0,0,0,0,0
27.37,0,0,0,0,0
29.33,0,0,0,0,0
32.75,0,0,0,0,0
107.04,0,0,0,0,0
1327.47,0,0,0,0,0
2255.13,0,0,0,0,0
2488.27,0,0,0,0,0
1393.94,0,0,0,0,0
1090.91,0,0,0,0,0
1367.06,0,0,0,0,0
839.2,0,0,0,0,0
42.52,0,0,0,0,0
40.57,0,0,0,0,0
384.16,0,0,0,0,0
3474.1,0,0,0,0,0
3732.16,0,0,0,0,0
3932.55,0,0,0,0,0
4311.83,0,0,0,0,0
1843.11,0,0,0,0,0
1.96,0,0,0,0,0
1362.66,0,0,0,0,0
3048.39,0,0,0,0,0
3275.66,0,0,0,0,0
891.5,0,0,0,0,0
0,0,0,0,0,0
178.89,0,0,0,0,0
531.77,49.85,0,0,0,0
376.34,1.47,0,0,0,0
443.79,0,0,0,0,0
197.46,73.31,0,0,0,0
1.47,2189.64,0,0,0,0
119.75,3260.02,0,0,0,0
700.88,3388.07,0,0,0,0
231.67,3579.18,0,0,0,0
103.62,3809.87,0,0,0,0
834.8,3780.55,0,0,0,0
690.62,3532.26,0,0,0,0
873.9,3432.06,0,0,0,0
1177.42,3346.04,0,0,0,0
42.03,2819.65,0,0,0,0
3.42,2429.62,0,0,0,0
4.89,349.95,0,0,0,0
4.89,0,0,0,0,0
4.89,146.14,0,0,0,0
3.91,1302.05,0,0,0,0
4.89,788.86,0,0,0,0
333.82,1255.62,0,0,0,0
863.64,1244.38,0,0,0,0
1201.37,1018.08,0,0,0,0
1389.54,693.06,0,0,0,0
1233.63,254.15,0,0,0,0
1086.51,63.54,0,0,0,0
21.99,0,309.87,0,0,0
4.89,0,1030.3,0,0,0
4.89,0,2599.22,0,0,0
4.89,0,1979.96,0,0,0
3.42,0,1469.21,0,0,0
2.44,0,991.69,0,0,0
0,0,1630.99,0,0,0
0.98,0,1531.77,0,0,0
0,0,1391.98,0,0,0
0,0,475.56,0,0,0
0,0,1181.82,0,0,0
0,0,1813.29,0,0,0
0,0,1723.36,0,0,0
0,37.63,1824.54,0,0,0
0,1358.75,2180.84,0,0,0
0,1325.02,2587.98,0,0,0
0,672.53,2739,0,0,0
0.49,0,2530.79,0,0,0
1.96,0,2470.67,0,0,0
4.89,0,2236.56,0,0,0
4.89,0,1895.89,0,0,0
4.89,0,2169.11,0,0,0
2.44,0,2282.99,0,0,0
941.84,0,2639.78,0,0,0
2832.36,0,2816.23,0,0,0
4015.64,0,2996.58,0,0,0
4300.59,0,3305.47,0,0,0
4374.39,0,3521.02,0,0,0
4318.18,0,3612.41,0,0,0
4295.7,0,3620.23,0,0,0
4331.87,0,3376.34,0,0,0
4341.15,0,2977.03,0,0,0
4367.06,0,3204.3,0,0,0
4337.73,0,3106.55,0,0,0
3893.45,0,2632.45,0,0,0
982.4,0,1968.23,0,0,0
1.47,127.08,1189.15,0,0,0
0,326,328.93,0,0,0
0.49,0,2359.73,0,0,0
0.49,536.17,4174,0,0,0
665.2,1464.32,3592.38,0,0,0
0,614.37,3576.74,0,0,0
0,162.76,3249.27,0,0,0
108.99,0,2387.1,0,0,0
471.16,0,2435,0,0,0
2309.38,2.44,1016.62,0,0,0
3093.84,1399.8,424.24,0,0,0
3396.38,2364.61,0,0,0,0
2846.04,1922.78,0,0,0,0
2293.26,952.59,2525.9,0,0,0
1746.82,270.77,3502.44,0,0,0
0,0,2013.2,0,0,0
0,370.48,1927.66,0,0,0
36.66,0,1812.32,0,0,0
1845.55,667.16,2706.26,0,0,0
2894.92,2398.83,2356.3,0,0,0
3251.71,2826.49,2389.54,0,0,0
3202.35,3502.93,3013.69,0,0,0
3863.15,4111.44,3613.88,0,0,0
3651.52,3769.31,3353.37,0,0,0
2478.49,1752.2,1954.55,0.49,0,0
380.74,558.65,2980.45,0,0,0
1161.78,1203.81,3049.85,0,0,0
1531.28,1568.91,2922.78,0,0,0
991.2,2140.76,2809.87,0,0,0
1712.12,2659.82,3124.15,0,0,0
2715.54,3347.02,3683.77,0,0,0
3208.21,2283.97,3725.32,0,0,0
3718.96,2633.43,3865.59,0,0,0
3987.29,3057.67,3883.68,0,0,0
4103.62,3636.36,3889.05,0,0,0
4030.79,3664.22,3853.37,0,0,0
3867.06,3044.48,3501.47,0,0,0
3863.15,3130.5,3444.28,0,0,0
3658.85,2807.43,2733.14,0,0,0
3936.46,2988.27,2886.12,0,0,0
4004.4,2638.32,2226.78,0,0,0
4117.79,2882.7,2536.17,0,0,0
4074.29,2950.64,3340.66,0,0,0
4210.66,3908.6,4217.5,0,0,0
4498.53,4460.9,4605.57,0,0,0
4549.85,4591.89,4691.1,0,0,0
4621.21,4667.64,4725.32,0,0,0
4650.54,4695.99,4744.87,0,0,0
4653.47,4703.81,4747.8,0.49,0,0
4669.11,4710.17,4754.15,0,0,0
4683.28,4718.96,4761,0,0,0
4689.64,4724.83,4765.4,0,0,0
4671.07,4721.41,4764.91,0,0,0
4667.16,4717.01,4761,0,0,0
4662.76,4712.61,4758.55,0,0,0
4651.52,4706.26,4754.64,0,0,0
4629.03,4688.17,4745.36,0,0,0
4609.97,4667.16,4734.12,0,0,0
4607.04,4664.71,4727.76,0,0,0
4621.7,4672.04,4734.12,0,0,0
4634.41,4679.86,4739,0,0,0
4630.5,4674,4732.65,0,0,0
4633.43,4674,4734.6,0,0,0
4645.65,4677.91,4737.54,0,0,0
4665.2,4685.24,4745.36,0,0,0
4663.73,4680.84,4740.96,0,0,0
4633.43,4663.73,4728.25,0,0,0
4521.02,4572.83,4668.13,0,0,0
3091.89,3336.75,3953.08,0,0,0
0,15.15,1144.67,0,0,0
0,0,1.96,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,406.65,0,0,0
165.69,101.17,2196.48,0,0,0
689.15,688.17,2793.74,0,0,0
1191.59,629.03,2892.47,0,0,0
3700.39,3535.68,4051.32,0,0,0
4337.73,4238.02,4446.73,0,0,0
3503.91,3661.78,4087.98,0,0,0
59.63,15.15,408.11,0,0,0
0,3.42,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1.47,0,0,0
0,0,0,113.88,0,0
0,0,0,2261,0,0
0,0,0.98,3297.65,0,0
0,0,0,2863.64,0,0
0,0,3.42,197.46,0,0
0,0,0,8.31,0,0
0,1.47,0,0,0,0
0,2.44,0,0,0,0
0,2.44,0,0,46.92,0
0,0,0,0,1567.45,0
0,0.49,0,0,2800.59,0
0,2.44,0,0,3308.41,0
0,2.44,0,0,3641.25,0
0,2.93,0,0,3670.09,0
0,4.89,0,0,3708.21,0
0,4.89,0,0,3720.43,0
0,4.89,0,0,3654.45,0
0,5.38,0,0,3616.81,0
0,3.91,0,0,2515.64,0
0,3.91,0,0,260.02,0
0,0.49,0,0,0,0
0,0,0,0,0,0
0,0,0,85.53,0,0
0,0.49,0,1560.61,0,0
0,0,0,865.1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,9.78
0,0,0,0,0,28.84
0,0,0,0,0,29.33
0,0,0,0,0,283.97
0,0,0,0,0,836.75
0,0,0,0,0,1605.57
0,0,0,0,0,1358.75
0,0,0,0,0,2674.98
0,0,0,0,0,2804.01
0,0,0,0,0,3026.88
0,0,0,0,0,3140.76
0,0,0,0,0,2611.93
0,0,0,0,0,425.71
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,60.12
0,0,0,0,0,2593.84
0,0,0,0,0,3363.15
0,0,0,0,0,3264.91
0,0,0,0,0,2812.81
0,0,0,0,0,649.07
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,560.12
0,0,0,0,0,3159.34
0,0,0,0,0,3463.34
0,0,0,0,0,3257.58
0,0,0,0,0,1844.09
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1700.39
0,0,0,0,0,2641.25
0,0,0,0,0,179.37
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
